"pounds_purchased","order_amount","farm_name","coordinates","lat","lon","order_date"
75,300,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
187.5,750,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
75,300,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-12-01
30,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
2,NA,"NW Farms","47.3239497,-122.2772907",47.3239497,-122.2772907,NA
75,390,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-12-01
17,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
75,390,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-12-01
75,395,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-12-01
17,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
262,1810,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
271.5,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
315,7200,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
405,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
210,4800,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
480,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
1050,3510,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
162,3700,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
197,4500,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
1800,3600,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
2268,4536,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
2268,4536,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
15,1200,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-12-01
120,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
66,1500,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-12-01
150,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
44,1000,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-12-01
100,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
18,211.75,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-11-01
4,101.6,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-12-01
5,220,"SnoValley Gardens","47.5658788,-122.0100045",47.5658788,-122.0100045,2020-12-01
1500,9638,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
19,76,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-08-01
50,140,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-08-01
50,137.5,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-09-01
50,87.5,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-09-01
75,112.5,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-09-01
50,100,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-10-01
16,24,"New Roots Farm Program","47.4763239,-122.2807105",47.4763239,-122.2807105,2020-10-01
18,26,"New Roots Farm Program","47.4763239,-122.2807105",47.4763239,-122.2807105,2020-10-01
10,80,"Sno-Valley Mushrooms","47.5299877,-121.8753425",47.5299877,-121.8753425,2020-11-01
225,125,"New Roots Farm Program","47.4763239,-122.2807105",47.4763239,-122.2807105,2020-11-01
10,82,"Sno-Valley Mushrooms","47.5299877,-121.8753425",47.5299877,-121.8753425,2020-11-01
75,250,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
10,84.75,"Sno-Valley Mushrooms","47.5299877,-121.8753425",47.5299877,-121.8753425,2020-11-01
15,310,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
10,80,"Sno-Valley Mushrooms","47.5299877,-121.8753425",47.5299877,-121.8753425,2020-12-01
15,300,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-12-01
16,131.75,"Sno-Valley Mushrooms","47.5299877,-121.8753425",47.5299877,-121.8753425,2020-12-01
15,300,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-12-01
11.75,470,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2021-12-01
10,37.5,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
20,35,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
8,40,"Alki Market Garden","47.7459799,-122.1503993",47.7459799,-122.1503993,2020-10-01
20,75,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
35,56.25,"Sound Vegetables","47.7107537,-122.1618372",47.7107537,-122.1618372,2020-10-01
30,37.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
20,47.5,"Farmstand Local Foods (distributor)","47.551801,-122.3945658",47.551801,-122.3945658,2020-11-01
10,65.63,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
20,137.18,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-11-01
15,159.38,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
15,65.25,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-09-01
12,145,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-09-01
15,29.25,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-10-01
40,70,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
20,70,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
30,134.5,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
3,66.06,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-10-01
12,68.75,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
16,80.2,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
NA,65,"Rain Dog Farm","47.6658059,-122.0312807",47.6658059,-122.0312807,2020-10-01
30,86.88,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
2,17.5,"Summer Run Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
32,97,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
NA,12.5,"Rain Dog Farm","47.6658059,-122.0312807",47.6658059,-122.0312807,2020-11-01
30,108.75,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
0.25,8.75,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-11-01
NA,13.75,"Rain Dog Farm","47.6658059,-122.0312807",47.6658059,-122.0312807,2020-11-01
20,68.75,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
1,25,"Summer Run Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-11-01
NA,7.5,"Hand-Grown Greens","47.6063486,-121.9331677",47.6063486,-121.9331677,2020-11-01
NA,19.38,"Rain Dog Farm","47.6658059,-122.0312807",47.6658059,-122.0312807,2020-11-01
30,52.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
5,185,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-12-01
1,14.81,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-12-01
30,92.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-12-01
NA,900,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-12-01
15,150,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-09-01
1,50,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-09-01
20,50,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-09-01
40,100,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-09-01
15,37.5,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
40,100,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
19,47.5,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
38,95,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
30,120,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
16,40,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
9,22.5,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
15,60,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
19,47.5,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
18,45,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
30,120,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2020-10-01
NA,1200,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-12-01
4.5,270,"Black Star Farmers","47.6172944,-122.3216779",47.6172944,-122.3216779,2020-12-01
4.5,270,"Black Star Farmers","47.6172944,-122.3216779",47.6172944,-122.3216779,2020-12-01
NA,500,"Black Star Farmers","47.6172944,-122.3216779",47.6172944,-122.3216779,2020-12-01
NA,2750,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-12-01
NA,2750,"Ecolibrium Farm","47.5658788,-122.0100045",47.5658788,-122.0100045,2020-12-01
NA,1200,"Local Roots Farm","47.6349728,-122.0819622",47.6349728,-122.0819622,2020-12-01
NA,1200,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-12-01
NA,2115,"Sariwa Farms","47.7506474,-122.1783049",47.7506474,-122.1783049,2021-12-01
NA,160,"Black Star Farmers","47.6172944,-122.3216779",47.6172944,-122.3216779,2021-12-01
NA,983,"Stella Maris Farm","47.3937496,-122.4748677",47.3937496,-122.4748677,2020-10-01
NA,153.53,"Stella Maris Farm","47.3937496,-122.4748677",47.3937496,-122.4748677,2020-12-01
NA,500,"Stella Maris Farm","47.3937496,-122.4748677",47.3937496,-122.4748677,2020-12-01
NA,210.5,"Plum Forest Farm","47.4252238,-122.4714232",47.4252238,-122.4714232,2020-12-01
NA,62.97,"Stella Maris Farm","47.3937496,-122.4748677",47.3937496,-122.4748677,2020-12-01
NA,NA,"Plum Forest Farm","47.4252238,-122.4714232",47.4252238,-122.4714232,2020-12-01
NA,590,"Plum Forest Farm","47.4252238,-122.4714232",47.4252238,-122.4714232,2020-12-01
130,552.5,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-10-01
65,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
130,520,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-10-01
65,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
130,520,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-11-01
65,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
130,520,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-11-01
65,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
130,520,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-11-01
130,520,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-11-01
65,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
130,650,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-12-01
40.6,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
130,650,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-12-01
40.6,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
50,265.5,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-12-01
80,NA,"Rockridge Orchards","47.2368249,-121.9930108",47.2368249,-121.9930108,NA
0.5,NA,"NW Farms","47.3239497,-122.2772907",47.3239497,-122.2772907,NA
15,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
110,550,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2021-12-01
34,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
50,631.91,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,2021-12-01
80,NA,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,NA
